event_id,order_id,event_time,ingestion_time,event_type
1320,2025,2023-05-20 17:00:00,2023-05-20 19:00:00,ADD_TO_CART
1321,299,2023-01-01 06:00:00,2023-01-01 08:00:00,ADD_TO_CART
1322,5378,2023-12-13 00:00:00,2023-12-13 01:00:00,ADD_TO_CART
1323,1442,2023-02-03 17:00:00,2023-02-03 18:00:00,PURCHASE
1324,2129,2023-09-06 01:00:00,2023-09-06 01:00:00,ADD_TO_CART
1325,4467,2023-01-29 21:00:00,2023-01-29 21:00:00,PURCHASE
1326,5450,2023-09-15 23:00:00,2023-09-15 23:00:00,VIEW
1327,7429,2023-03-29 08:00:00,2023-03-29 08:00:00,ADD_TO_CART
1328,5145,2023-12-10 18:00:00,2023-12-10 18:00:00,VIEW
1329,2380,2023-11-11 20:00:00,2023-11-11 21:00:00,VIEW
1330,4029,2023-03-18 10:00:00,2023-03-18 11:00:00,PURCHASE
1331,2534,2023-09-19 07:00:00,2023-09-19 07:00:00,PURCHASE
1332,2632,2023-03-09 03:00:00,2023-03-09 03:00:00,VIEW
1333,1966,2023-09-18 05:00:00,2023-09-18 05:00:00,VIEW
1334,7244,2023-02-16 06:00:00,2023-02-16 11:00:00,VIEW
1335,4499,2023-02-05 18:00:00,2023-02-05 18:00:00,ADD_TO_CART
1336,1120,2023-11-22 16:00:00,2023-11-22 16:00:00,ADD_TO_CART
1337,2815,2023-08-27 05:00:00,2023-08-27 05:00:00,ADD_TO_CART
1338,7157,2023-02-21 02:00:00,2023-02-21 04:00:00,ADD_TO_CART
1339,2317,2023-04-09 13:00:00,2023-04-09 13:00:00,ADD_TO_CART
1340,4805,2023-06-17 12:00:00,2023-06-17 12:00:00,ADD_TO_CART
1341,2025,2023-10-13 17:00:00,2023-10-13 17:00:00,ADD_TO_CART
1342,7584,2023-06-23 06:00:00,2023-06-23 06:00:00,PURCHASE
1343,2107,2023-11-25 22:00:00,2023-11-26 03:00:00,ADD_TO_CART
1344,4913,2023-06-07 22:00:00,2023-06-07 23:00:00,VIEW
1345,1646,2023-06-03 16:00:00,2023-06-03 18:00:00,ADD_TO_CART
1346,4004,2023-07-20 06:00:00,2023-07-20 06:00:00,VIEW
1347,4318,2023-08-09 17:00:00,2023-08-09 22:00:00,VIEW
1348,706,2023-02-24 15:00:00,2023-02-24 16:00:00,VIEW
1349,4867,2023-10-07 23:00:00,2023-10-08 00:00:00,ADD_TO_CART
1350,3241,2023-07-07 08:00:00,2023-07-07 08:00:00,ADD_TO_CART
1351,1617,2023-01-14 01:00:00,2023-01-14 01:00:00,ADD_TO_CART
1352,6395,2023-07-26 23:00:00,2023-07-26 23:00:00,VIEW
1353,3716,2023-06-02 01:00:00,2023-06-02 02:00:00,VIEW
1354,5821,2023-05-10 04:00:00,2023-05-10 04:00:00,VIEW
1355,2711,2023-06-12 09:00:00,2023-06-12 09:00:00,PURCHASE
1356,822,2023-02-13 06:00:00,2023-02-13 07:00:00,PURCHASE
1357,7302,2023-04-30 22:00:00,2023-04-30 22:00:00,PURCHASE
1358,4763,2023-11-19 15:00:00,2023-11-19 20:00:00,PURCHASE
1359,836,2023-03-18 04:00:00,2023-03-18 06:00:00,VIEW
1360,3655,2023-10-07 01:00:00,2023-10-07 02:00:00,PURCHASE
1361,7770,2023-07-10 21:00:00,2023-07-10 23:00:00,ADD_TO_CART
1362,702,2023-11-09 20:00:00,2023-11-09 22:00:00,PURCHASE
1363,4826,2023-11-12 05:00:00,2023-11-12 07:00:00,PURCHASE
1364,6397,2023-12-13 04:00:00,2023-12-13 04:00:00,ADD_TO_CART
1365,6537,2023-08-11 18:00:00,2023-08-11 19:00:00,VIEW
1366,2144,2023-04-27 17:00:00,2023-04-27 17:00:00,ADD_TO_CART
1367,3355,2023-09-26 13:00:00,2023-09-26 13:00:00,ADD_TO_CART
1368,3246,2023-08-05 02:00:00,2023-08-05 07:00:00,VIEW
1369,428,2023-06-19 20:00:00,2023-06-20 01:00:00,VIEW
1370,2765,2023-09-30 13:00:00,2023-09-30 13:00:00,VIEW
1371,7241,2023-05-02 10:00:00,2023-05-02 10:00:00,PURCHASE
1372,4087,2023-11-16 00:00:00,2023-11-16 05:00:00,PURCHASE
1373,5717,2023-07-27 02:00:00,2023-07-27 02:00:00,ADD_TO_CART
1374,3530,2023-01-12 21:00:00,2023-01-12 22:00:00,ADD_TO_CART
1375,7859,2023-01-11 07:00:00,2023-01-11 07:00:00,PURCHASE
1376,4145,2023-08-26 00:00:00,2023-08-26 00:00:00,VIEW
1377,7728,2023-07-22 06:00:00,2023-07-22 07:00:00,ADD_TO_CART
1378,3074,2023-12-11 13:00:00,2023-12-11 13:00:00,VIEW
1379,355,2023-03-11 21:00:00,2023-03-11 21:00:00,PURCHASE
1380,3567,2023-08-18 08:00:00,2023-08-18 09:00:00,VIEW
1381,6863,2023-02-17 18:00:00,2023-02-17 20:00:00,PURCHASE
1382,6072,2023-05-05 23:00:00,2023-05-06 01:00:00,VIEW
1383,1881,2023-12-18 10:00:00,2023-12-18 12:00:00,VIEW
1384,6417,2023-02-08 12:00:00,2023-02-08 14:00:00,ADD_TO_CART
1385,3617,2023-10-17 14:00:00,2023-10-17 14:00:00,VIEW
1386,2962,2023-10-30 18:00:00,2023-10-30 18:00:00,ADD_TO_CART
1387,3751,2023-06-17 03:00:00,2023-06-17 03:00:00,VIEW
1388,206,2023-05-10 09:00:00,2023-05-10 14:00:00,VIEW
1389,6672,2023-05-27 05:00:00,2023-05-27 07:00:00,ADD_TO_CART
1390,3622,2023-06-13 20:00:00,2023-06-13 21:00:00,VIEW
1391,872,2023-12-22 03:00:00,2023-12-22 08:00:00,VIEW
1392,3159,2023-03-05 14:00:00,2023-03-05 15:00:00,VIEW
1393,752,2023-04-04 14:00:00,2023-04-04 16:00:00,PURCHASE
1394,2817,2023-03-09 13:00:00,2023-03-09 13:00:00,ADD_TO_CART
1395,7503,2023-01-19 19:00:00,2023-01-19 21:00:00,PURCHASE
1396,7129,2023-07-07 12:00:00,2023-07-07 14:00:00,VIEW
1397,7215,2023-01-03 07:00:00,2023-01-03 09:00:00,VIEW
1398,474,2023-06-02 17:00:00,2023-06-02 17:00:00,VIEW
1399,5238,2023-05-05 06:00:00,2023-05-05 06:00:00,ADD_TO_CART
1400,907,2023-04-18 18:00:00,2023-04-18 18:00:00,PURCHASE
1401,1063,2023-09-01 09:00:00,2023-09-01 14:00:00,VIEW
1402,7974,2023-02-17 13:00:00,2023-02-17 13:00:00,PURCHASE
1403,2959,2023-09-14 03:00:00,2023-09-14 03:00:00,PURCHASE
1404,7689,2023-09-02 18:00:00,2023-09-02 18:00:00,VIEW
1405,5456,2023-07-18 21:00:00,2023-07-18 22:00:00,PURCHASE
1406,2026,2023-12-01 19:00:00,2023-12-01 19:00:00,ADD_TO_CART
1407,488,2023-11-07 04:00:00,2023-11-07 06:00:00,ADD_TO_CART
1408,5486,2023-05-04 19:00:00,2023-05-04 20:00:00,PURCHASE
1409,610,2023-03-10 08:00:00,2023-03-10 10:00:00,ADD_TO_CART
1410,4037,2023-11-22 05:00:00,2023-11-22 07:00:00,VIEW
1411,5576,2023-04-22 02:00:00,2023-04-22 02:00:00,ADD_TO_CART
1412,409,2023-09-21 05:00:00,2023-09-21 05:00:00,PURCHASE
1413,5451,2023-05-30 06:00:00,2023-05-30 06:00:00,VIEW
1414,7970,2023-02-17 23:00:00,2023-02-17 23:00:00,VIEW
1415,7058,2023-02-18 22:00:00,2023-02-19 00:00:00,PURCHASE
1416,6126,2023-04-04 17:00:00,2023-04-04 19:00:00,VIEW
1417,2866,2023-10-28 03:00:00,2023-10-28 03:00:00,ADD_TO_CART
1418,5415,2023-08-28 01:00:00,2023-08-28 06:00:00,ADD_TO_CART
1419,1456,2023-05-25 07:00:00,2023-05-25 07:00:00,VIEW
1420,5754,2023-03-20 10:00:00,2023-03-20 12:00:00,ADD_TO_CART
1421,1153,2023-12-01 09:00:00,2023-12-01 09:00:00,PURCHASE
1422,1764,2023-05-22 09:00:00,2023-05-22 14:00:00,PURCHASE
1423,489,2023-11-09 05:00:00,2023-11-09 05:00:00,ADD_TO_CART
1424,900,2023-09-21 20:00:00,2023-09-22 01:00:00,VIEW
1425,6870,2023-06-19 23:00:00,2023-06-19 23:00:00,PURCHASE
1426,5425,2023-10-26 17:00:00,2023-10-26 22:00:00,PURCHASE
1427,6029,2023-12-30 08:00:00,2023-12-30 13:00:00,VIEW
1428,677,2023-10-04 22:00:00,2023-10-05 03:00:00,ADD_TO_CART
1429,2000,2023-11-18 14:00:00,2023-11-18 14:00:00,VIEW
1430,3050,2023-07-25 18:00:00,2023-07-25 18:00:00,VIEW
1431,4203,2023-01-23 14:00:00,2023-01-23 14:00:00,ADD_TO_CART
1432,2365,2023-02-02 10:00:00,2023-02-02 10:00:00,PURCHASE
1433,3911,2023-04-19 11:00:00,2023-04-19 12:00:00,PURCHASE
1434,2358,2023-05-27 02:00:00,2023-05-27 02:00:00,PURCHASE
1435,3432,2023-01-04 19:00:00,2023-01-04 19:00:00,VIEW
1436,2615,2023-08-16 08:00:00,2023-08-16 08:00:00,ADD_TO_CART
1437,6249,2023-04-11 15:00:00,2023-04-11 17:00:00,VIEW
1438,7948,2023-03-03 16:00:00,2023-03-03 17:00:00,VIEW
1439,6648,2023-06-16 02:00:00,2023-06-16 02:00:00,VIEW
1440,2432,2023-01-03 12:00:00,2023-01-03 12:00:00,VIEW
1441,1433,2023-10-31 13:00:00,2023-10-31 13:00:00,PURCHASE
1442,3089,2023-10-28 18:00:00,2023-10-28 18:00:00,VIEW
1443,903,2023-12-17 07:00:00,2023-12-17 08:00:00,PURCHASE
1444,4863,2023-02-26 11:00:00,2023-02-26 12:00:00,ADD_TO_CART
1445,7584,2023-08-15 13:00:00,2023-08-15 13:00:00,VIEW
1446,5856,2023-04-14 14:00:00,2023-04-14 16:00:00,PURCHASE
1447,7489,2023-06-11 01:00:00,2023-06-11 02:00:00,PURCHASE
1448,5192,2023-12-28 00:00:00,2023-12-28 05:00:00,ADD_TO_CART
1449,1283,2023-08-24 11:00:00,2023-08-24 11:00:00,VIEW
1450,5671,2023-01-05 07:00:00,2023-01-05 07:00:00,PURCHASE
1451,864,2023-06-10 20:00:00,2023-06-10 20:00:00,VIEW
1452,47,2023-04-27 05:00:00,2023-04-27 07:00:00,VIEW
1453,1331,2023-02-22 03:00:00,2023-02-22 08:00:00,ADD_TO_CART
1454,870,2023-11-11 07:00:00,2023-11-11 07:00:00,PURCHASE
1455,7455,2023-07-01 21:00:00,2023-07-01 23:00:00,VIEW
1456,7079,2023-03-13 02:00:00,2023-03-13 02:00:00,VIEW
1457,358,2023-07-09 02:00:00,2023-07-09 02:00:00,PURCHASE
1458,4950,2023-10-04 00:00:00,2023-10-04 05:00:00,PURCHASE
1459,3178,2023-10-17 10:00:00,2023-10-17 10:00:00,ADD_TO_CART
1460,6906,2023-07-10 19:00:00,2023-07-11 00:00:00,VIEW
1461,5824,2023-06-25 12:00:00,2023-06-25 12:00:00,ADD_TO_CART
1462,5931,2023-01-30 00:00:00,2023-01-30 02:00:00,VIEW
1463,1057,2023-06-04 21:00:00,2023-06-04 21:00:00,PURCHASE
1464,3297,2023-10-10 12:00:00,2023-10-10 12:00:00,PURCHASE
1465,3961,2023-10-31 04:00:00,2023-10-31 04:00:00,PURCHASE
1466,5925,2023-06-07 08:00:00,2023-06-07 09:00:00,VIEW
1467,5475,2023-09-04 08:00:00,2023-09-04 10:00:00,PURCHASE
1468,2431,2023-06-20 05:00:00,2023-06-20 05:00:00,PURCHASE
1469,4965,2023-11-13 08:00:00,2023-11-13 13:00:00,PURCHASE
1470,3269,2023-10-07 18:00:00,2023-10-07 19:00:00,VIEW
1471,244,2023-10-19 03:00:00,2023-10-19 04:00:00,VIEW
1472,2368,2023-08-18 12:00:00,2023-08-18 14:00:00,VIEW
1473,5564,2023-12-21 13:00:00,2023-12-21 13:00:00,PURCHASE
1474,7311,2023-08-26 00:00:00,2023-08-26 05:00:00,VIEW
1475,2852,2023-06-28 04:00:00,2023-06-28 06:00:00,VIEW
1476,2433,2023-08-02 07:00:00,2023-08-02 07:00:00,VIEW
1477,3634,2023-11-21 22:00:00,2023-11-21 23:00:00,PURCHASE
1478,215,2023-11-19 10:00:00,2023-11-19 10:00:00,ADD_TO_CART
1479,3812,2023-06-05 10:00:00,2023-06-05 11:00:00,ADD_TO_CART
1480,7680,2023-11-27 18:00:00,2023-11-27 20:00:00,PURCHASE
1481,6784,2023-02-02 17:00:00,2023-02-02 22:00:00,ADD_TO_CART
1482,2462,2023-05-05 04:00:00,2023-05-05 09:00:00,PURCHASE
1483,72,2023-04-18 06:00:00,2023-04-18 06:00:00,PURCHASE
1484,7125,2023-12-02 11:00:00,2023-12-02 11:00:00,VIEW
1485,7420,2023-03-07 14:00:00,2023-03-07 14:00:00,PURCHASE
1486,3142,2023-11-30 22:00:00,2023-11-30 22:00:00,VIEW
1487,4343,2023-08-04 23:00:00,2023-08-05 01:00:00,ADD_TO_CART
1488,3504,2023-03-30 00:00:00,2023-03-30 00:00:00,PURCHASE
1489,5686,2023-07-31 00:00:00,2023-07-31 00:00:00,PURCHASE
1490,6044,2023-10-16 18:00:00,2023-10-16 23:00:00,VIEW
1491,4721,2023-03-16 20:00:00,2023-03-16 20:00:00,ADD_TO_CART
1492,3230,2023-05-20 12:00:00,2023-05-20 12:00:00,VIEW
1493,3048,2023-11-20 16:00:00,2023-11-20 16:00:00,ADD_TO_CART
1494,6336,2023-11-03 01:00:00,2023-11-03 01:00:00,PURCHASE
1495,752,2023-08-16 20:00:00,2023-08-16 21:00:00,PURCHASE
1496,3385,2023-11-15 14:00:00,2023-11-15 19:00:00,PURCHASE
1497,4618,2023-02-17 07:00:00,2023-02-17 09:00:00,VIEW
1498,323,2023-01-12 04:00:00,2023-01-12 09:00:00,PURCHASE
1499,267,2023-09-13 22:00:00,2023-09-13 22:00:00,VIEW
1500,1905,2023-09-30 18:00:00,2023-09-30 20:00:00,ADD_TO_CART
1501,147,2023-06-20 20:00:00,2023-06-21 01:00:00,VIEW
1502,5000,2023-12-08 07:00:00,2023-12-08 07:00:00,VIEW
1503,4559,2023-09-30 10:00:00,2023-09-30 11:00:00,PURCHASE
1504,2221,2023-03-23 10:00:00,2023-03-23 12:00:00,VIEW
1505,7561,2023-04-05 00:00:00,2023-04-05 02:00:00,PURCHASE
1506,6601,2023-07-13 11:00:00,2023-07-13 11:00:00,VIEW
1507,6843,2023-08-21 15:00:00,2023-08-21 15:00:00,PURCHASE
1508,2897,2023-07-19 01:00:00,2023-07-19 01:00:00,ADD_TO_CART
1509,7799,2023-04-29 15:00:00,2023-04-29 17:00:00,VIEW
1510,5168,2023-02-15 22:00:00,2023-02-16 03:00:00,ADD_TO_CART
1511,4981,2023-10-29 01:00:00,2023-10-29 06:00:00,ADD_TO_CART
1512,1409,2023-03-18 14:00:00,2023-03-18 14:00:00,PURCHASE
1513,6902,2023-09-14 11:00:00,2023-09-14 11:00:00,ADD_TO_CART
1514,2186,2023-08-25 18:00:00,2023-08-25 19:00:00,PURCHASE
1515,4279,2023-05-11 23:00:00,2023-05-11 23:00:00,ADD_TO_CART
1516,3416,2023-03-26 05:00:00,2023-03-26 07:00:00,VIEW
1517,3598,2023-11-04 16:00:00,2023-11-04 16:00:00,VIEW
1518,2777,2023-07-29 00:00:00,2023-07-29 01:00:00,ADD_TO_CART
1519,6291,2023-08-11 16:00:00,2023-08-11 16:00:00,PURCHASE
1520,3856,2023-11-13 19:00:00,2023-11-13 20:00:00,VIEW
1521,857,2023-09-25 05:00:00,2023-09-25 05:00:00,PURCHASE
1522,4108,2023-12-24 19:00:00,2023-12-24 20:00:00,PURCHASE
1523,2156,2023-07-26 16:00:00,2023-07-26 16:00:00,VIEW
1524,4188,2023-09-27 17:00:00,2023-09-27 18:00:00,PURCHASE
1525,6589,2023-11-02 05:00:00,2023-11-02 05:00:00,PURCHASE
1526,5662,2023-09-26 12:00:00,2023-09-26 13:00:00,VIEW
1527,7387,2023-12-22 09:00:00,2023-12-22 09:00:00,PURCHASE
1528,5121,2023-07-03 09:00:00,2023-07-03 09:00:00,ADD_TO_CART
1529,3573,2023-08-31 02:00:00,2023-08-31 03:00:00,VIEW
1530,3792,2023-07-26 18:00:00,2023-07-26 19:00:00,VIEW
1531,2947,2023-10-01 18:00:00,2023-10-01 18:00:00,ADD_TO_CART
1532,7001,2023-08-08 11:00:00,2023-08-08 11:00:00,ADD_TO_CART
1533,7473,2023-02-03 08:00:00,2023-02-03 09:00:00,ADD_TO_CART
1534,1880,2023-11-07 18:00:00,2023-11-07 20:00:00,VIEW
1535,4872,2023-05-18 06:00:00,2023-05-18 06:00:00,PURCHASE
1536,843,2023-06-26 07:00:00,2023-06-26 07:00:00,PURCHASE
1537,7145,2023-10-23 07:00:00,2023-10-23 07:00:00,PURCHASE
1538,383,2023-07-05 21:00:00,2023-07-05 21:00:00,ADD_TO_CART
1539,7591,2023-12-07 16:00:00,2023-12-07 21:00:00,ADD_TO_CART
1540,1710,2023-07-08 08:00:00,2023-07-08 10:00:00,VIEW
1541,365,2023-12-09 16:00:00,2023-12-09 18:00:00,ADD_TO_CART
1542,850,2023-09-13 03:00:00,2023-09-13 05:00:00,ADD_TO_CART
1543,7741,2023-05-26 05:00:00,2023-05-26 05:00:00,VIEW
1544,5112,2023-09-20 21:00:00,2023-09-20 22:00:00,ADD_TO_CART
1545,3098,2023-06-18 21:00:00,2023-06-18 22:00:00,PURCHASE
1546,5374,2023-08-31 03:00:00,2023-08-31 04:00:00,ADD_TO_CART
1547,374,2023-03-06 09:00:00,2023-03-06 14:00:00,PURCHASE
1548,4236,2023-08-22 22:00:00,2023-08-22 22:00:00,ADD_TO_CART
1549,6396,2023-02-25 07:00:00,2023-02-25 12:00:00,PURCHASE
1550,2130,2023-04-28 08:00:00,2023-04-28 09:00:00,PURCHASE
1551,6713,2023-12-07 18:00:00,2023-12-07 18:00:00,VIEW
1552,7072,2023-01-25 09:00:00,2023-01-25 09:00:00,VIEW
1553,459,2023-10-04 11:00:00,2023-10-04 16:00:00,VIEW
1554,65,2023-08-08 01:00:00,2023-08-08 01:00:00,ADD_TO_CART
1555,4255,2023-12-02 22:00:00,2023-12-03 00:00:00,ADD_TO_CART
1556,6881,2023-05-03 12:00:00,2023-05-03 12:00:00,ADD_TO_CART
1557,2642,2023-09-27 12:00:00,2023-09-27 12:00:00,PURCHASE
1558,4184,2023-08-08 10:00:00,2023-08-08 12:00:00,ADD_TO_CART
1559,6732,2023-11-05 06:00:00,2023-11-05 06:00:00,VIEW
1560,3224,2023-11-18 08:00:00,2023-11-18 10:00:00,PURCHASE
1561,2168,2023-05-08 17:00:00,2023-05-08 22:00:00,VIEW
1562,3625,2023-04-13 15:00:00,2023-04-13 15:00:00,PURCHASE
1563,7082,2023-08-29 00:00:00,2023-08-29 00:00:00,PURCHASE
1564,2291,2023-04-08 01:00:00,2023-04-08 01:00:00,VIEW
1565,7462,2023-02-27 16:00:00,2023-02-27 16:00:00,ADD_TO_CART
1566,5679,2023-11-20 01:00:00,2023-11-20 02:00:00,VIEW
1567,7610,2023-07-18 16:00:00,2023-07-18 16:00:00,PURCHASE
1568,3614,2023-02-11 15:00:00,2023-02-11 17:00:00,ADD_TO_CART
1569,4095,2023-05-20 20:00:00,2023-05-20 21:00:00,VIEW
1570,7375,2023-06-25 15:00:00,2023-06-25 15:00:00,VIEW
1571,5303,2023-01-01 11:00:00,2023-01-01 11:00:00,VIEW
1572,7841,2023-09-30 01:00:00,2023-09-30 01:00:00,VIEW
1573,1246,2023-02-02 16:00:00,2023-02-02 21:00:00,ADD_TO_CART
1574,1517,2023-01-03 22:00:00,2023-01-03 23:00:00,VIEW
1575,4943,2023-03-02 03:00:00,2023-03-02 05:00:00,VIEW
1576,3933,2023-07-16 17:00:00,2023-07-16 19:00:00,VIEW
1577,444,2023-11-07 01:00:00,2023-11-07 03:00:00,ADD_TO_CART
1578,7794,2023-03-25 07:00:00,2023-03-25 07:00:00,ADD_TO_CART
1579,5768,2023-11-23 13:00:00,2023-11-23 13:00:00,ADD_TO_CART
1580,2776,2023-06-28 12:00:00,2023-06-28 12:00:00,VIEW
1581,6344,2023-11-21 20:00:00,2023-11-21 20:00:00,VIEW
1582,5573,2023-12-27 15:00:00,2023-12-27 17:00:00,ADD_TO_CART
1583,6942,2023-03-17 20:00:00,2023-03-17 20:00:00,PURCHASE
1584,1365,2023-03-14 04:00:00,2023-03-14 04:00:00,VIEW
1585,6858,2023-04-27 19:00:00,2023-04-28 00:00:00,ADD_TO_CART
1586,6724,2023-03-08 00:00:00,2023-03-08 01:00:00,ADD_TO_CART
1587,2816,2023-05-15 21:00:00,2023-05-15 21:00:00,PURCHASE
1588,3442,2023-04-21 04:00:00,2023-04-21 04:00:00,VIEW
1589,5642,2023-11-26 16:00:00,2023-11-26 16:00:00,ADD_TO_CART
1590,3720,2023-01-21 03:00:00,2023-01-21 03:00:00,ADD_TO_CART
1591,5235,2023-06-06 09:00:00,2023-06-06 09:00:00,ADD_TO_CART
1592,2346,2023-08-05 04:00:00,2023-08-05 04:00:00,PURCHASE
1593,4216,2023-06-16 23:00:00,2023-06-17 01:00:00,ADD_TO_CART
1594,6722,2023-12-14 20:00:00,2023-12-14 22:00:00,PURCHASE
1595,5292,2023-11-17 08:00:00,2023-11-17 09:00:00,VIEW
1596,4691,2023-08-07 20:00:00,2023-08-08 01:00:00,PURCHASE
1597,802,2023-04-25 13:00:00,2023-04-25 18:00:00,ADD_TO_CART
1598,4532,2023-12-13 10:00:00,2023-12-13 11:00:00,VIEW
1599,4382,2023-12-11 20:00:00,2023-12-11 21:00:00,VIEW
1600,7711,2023-05-13 21:00:00,2023-05-13 21:00:00,ADD_TO_CART
1601,7522,2023-06-18 21:00:00,2023-06-18 21:00:00,VIEW
1602,7166,2023-11-22 09:00:00,2023-11-22 09:00:00,ADD_TO_CART
1603,5526,2023-01-08 00:00:00,2023-01-08 00:00:00,VIEW
1604,5251,2023-02-18 15:00:00,2023-02-18 15:00:00,VIEW
1605,7752,2023-08-23 10:00:00,2023-08-23 12:00:00,VIEW
1606,4319,2023-02-22 20:00:00,2023-02-22 20:00:00,PURCHASE
1607,1874,2023-08-04 22:00:00,2023-08-04 22:00:00,VIEW
1608,5004,2023-09-25 16:00:00,2023-09-25 16:00:00,ADD_TO_CART
1609,741,2023-06-18 14:00:00,2023-06-18 14:00:00,ADD_TO_CART
1610,708,2023-01-15 03:00:00,2023-01-15 04:00:00,PURCHASE
1611,5850,2023-11-09 19:00:00,2023-11-10 00:00:00,PURCHASE
1612,7749,2023-07-09 18:00:00,2023-07-09 18:00:00,VIEW
1613,2662,2023-06-27 22:00:00,2023-06-27 22:00:00,VIEW
1614,113,2023-07-04 07:00:00,2023-07-04 08:00:00,PURCHASE
1615,6819,2023-06-03 04:00:00,2023-06-03 04:00:00,PURCHASE
1616,6788,2023-07-18 11:00:00,2023-07-18 13:00:00,PURCHASE
1617,5403,2023-10-28 10:00:00,2023-10-28 15:00:00,ADD_TO_CART
1618,99,2023-05-21 00:00:00,2023-05-21 02:00:00,PURCHASE
1619,4586,2023-10-27 18:00:00,2023-10-27 18:00:00,PURCHASE
1620,4247,2023-03-21 20:00:00,2023-03-22 01:00:00,VIEW
1621,6530,2023-03-01 20:00:00,2023-03-01 20:00:00,ADD_TO_CART
1622,5943,2023-10-24 20:00:00,2023-10-25 01:00:00,ADD_TO_CART
1623,1928,2023-04-07 00:00:00,2023-04-07 02:00:00,PURCHASE
1624,3917,2023-12-23 22:00:00,2023-12-23 23:00:00,VIEW
1625,4439,2023-12-03 10:00:00,2023-12-03 10:00:00,PURCHASE
1626,7820,2023-04-28 06:00:00,2023-04-28 08:00:00,PURCHASE
1627,2473,2023-10-30 10:00:00,2023-10-30 10:00:00,PURCHASE
1628,6566,2023-02-10 01:00:00,2023-02-10 01:00:00,ADD_TO_CART
1629,6044,2023-04-26 19:00:00,2023-04-26 21:00:00,ADD_TO_CART
1630,3016,2023-05-28 18:00:00,2023-05-28 18:00:00,ADD_TO_CART
1631,5298,2023-05-13 18:00:00,2023-05-13 20:00:00,ADD_TO_CART
1632,7073,2023-01-07 14:00:00,2023-01-07 14:00:00,ADD_TO_CART
1633,4370,2023-05-29 11:00:00,2023-05-29 11:00:00,PURCHASE
1634,5304,2023-03-29 04:00:00,2023-03-29 04:00:00,PURCHASE
1635,990,2023-05-20 00:00:00,2023-05-20 02:00:00,ADD_TO_CART
1636,4640,2023-01-18 16:00:00,2023-01-18 21:00:00,ADD_TO_CART
1637,4311,2023-09-06 09:00:00,2023-09-06 09:00:00,VIEW
1638,1228,2023-08-08 15:00:00,2023-08-08 17:00:00,PURCHASE
1639,4756,2023-03-23 14:00:00,2023-03-23 14:00:00,PURCHASE
1640,7198,2023-08-20 12:00:00,2023-08-20 14:00:00,VIEW
1641,6248,2023-08-27 18:00:00,2023-08-27 20:00:00,VIEW
1642,5677,2023-01-24 11:00:00,2023-01-24 11:00:00,VIEW
1643,4772,2023-02-25 09:00:00,2023-02-25 10:00:00,VIEW
1644,1666,2023-10-25 19:00:00,2023-10-25 19:00:00,PURCHASE
1645,5522,2023-09-14 12:00:00,2023-09-14 17:00:00,VIEW
1646,3977,2023-05-16 11:00:00,2023-05-16 13:00:00,VIEW
1647,5356,2023-04-25 12:00:00,2023-04-25 12:00:00,ADD_TO_CART
1648,6138,2023-03-18 16:00:00,2023-03-18 16:00:00,PURCHASE
1649,6525,2023-09-15 09:00:00,2023-09-15 14:00:00,PURCHASE
1650,6725,2023-10-06 02:00:00,2023-10-06 02:00:00,PURCHASE
1651,2958,2023-05-13 11:00:00,2023-05-13 12:00:00,PURCHASE
1652,7243,2023-08-24 07:00:00,2023-08-24 09:00:00,ADD_TO_CART
1653,3007,2023-10-07 16:00:00,2023-10-07 16:00:00,VIEW
1654,2565,2023-12-21 14:00:00,2023-12-21 14:00:00,VIEW
1655,2403,2023-03-05 10:00:00,2023-03-05 10:00:00,ADD_TO_CART
1656,3601,2023-02-08 16:00:00,2023-02-08 21:00:00,PURCHASE
1657,317,2023-02-13 00:00:00,2023-02-13 05:00:00,VIEW
1658,2011,2023-04-12 00:00:00,2023-04-12 00:00:00,ADD_TO_CART
1659,3890,2023-12-04 04:00:00,2023-12-04 09:00:00,ADD_TO_CART
1660,1416,2023-02-20 14:00:00,2023-02-20 19:00:00,PURCHASE
1661,2289,2023-07-21 07:00:00,2023-07-21 07:00:00,PURCHASE
1662,7193,2023-06-06 17:00:00,2023-06-06 18:00:00,PURCHASE
1663,7484,2023-09-16 07:00:00,2023-09-16 08:00:00,VIEW
1664,4979,2023-12-11 01:00:00,2023-12-11 01:00:00,PURCHASE
1665,5731,2023-06-05 23:00:00,2023-06-06 04:00:00,ADD_TO_CART
1666,4460,2023-11-27 11:00:00,2023-11-27 16:00:00,VIEW
1667,6163,2023-09-16 02:00:00,2023-09-16 02:00:00,ADD_TO_CART
1668,7160,2023-11-19 03:00:00,2023-11-19 04:00:00,PURCHASE
1669,684,2023-03-27 15:00:00,2023-03-27 15:00:00,PURCHASE
1670,4212,2023-10-19 03:00:00,2023-10-19 03:00:00,PURCHASE
1671,3969,2023-09-11 04:00:00,2023-09-11 04:00:00,PURCHASE
1672,2010,2023-03-09 21:00:00,2023-03-09 23:00:00,ADD_TO_CART
1673,3113,2023-01-02 13:00:00,2023-01-02 15:00:00,ADD_TO_CART
1674,6397,2023-10-03 16:00:00,2023-10-03 16:00:00,ADD_TO_CART
1675,2358,2023-10-07 15:00:00,2023-10-07 17:00:00,PURCHASE
1676,1585,2023-05-05 02:00:00,2023-05-05 03:00:00,VIEW
