order_id,customer_id,store_id,sales_rep_id,order_date
1855,745,27,48,2023-02-20
1856,552,17,22,2023-02-26
1857,1347,1,11,2023-05-12
1858,1177,18,34,2023-10-07
1859,639,10,49,2023-10-24
1860,237,26,15,2023-11-01
1861,998,21,50,2023-08-13
1862,55,4,10,2023-06-23
1863,1460,1,38,2023-10-19
1864,684,4,32,2023-09-23
1865,109,4,48,2023-09-04
1866,1890,26,31,2023-03-19
1867,1208,4,37,2023-05-15
1868,1975,17,44,2023-05-20
1869,1392,9,28,2023-12-08
1870,1222,30,31,2023-09-10
1871,1395,19,6,2023-06-25
1872,373,13,14,2023-03-01
1873,973,4,23,2023-12-18
1874,1521,5,16,2023-09-11
1875,1623,29,25,2023-01-08
1876,201,13,39,2023-04-17
1877,849,23,2,2023-06-20
1878,509,16,38,2023-02-27
1879,1346,22,41,2023-12-03
1880,275,5,39,2023-12-08
1881,211,8,34,2023-10-17
1882,504,16,40,2023-03-25
1883,1927,30,43,2023-04-27
1884,1142,1,25,2023-07-19
1885,703,23,36,2023-01-22
1886,1578,28,16,2023-08-07
1887,42,6,18,2023-08-14
1888,315,11,13,2023-09-28
1889,788,16,37,2023-04-12
1890,329,5,27,2023-05-25
1891,1041,16,34,2023-05-27
1892,283,7,11,2023-09-18
1893,943,19,1,2023-10-06
1894,258,1,13,2023-12-05
1895,575,9,30,2023-01-14
1896,574,18,5,2023-09-23
1897,612,13,18,2023-10-14
1898,1043,26,14,2023-05-21
1899,1553,15,13,2023-10-20
1900,837,3,32,2023-01-31
1901,423,24,7,2023-06-20
1902,1490,28,8,2023-12-21
1903,1397,10,50,2023-07-24
1904,758,9,7,2023-10-18
1905,763,13,49,2023-04-21
1906,1991,16,16,2023-03-09
1907,1105,3,43,2023-07-02
1908,1575,22,31,2023-07-15
1909,1572,23,27,2023-05-06
1910,424,15,33,2023-06-24
1911,429,17,29,2023-09-19
1912,1412,14,8,2023-10-13
1913,1945,7,33,2023-06-04
1914,1733,20,41,2023-03-10
1915,1694,16,19,2023-04-18
1916,204,21,21,2023-02-04
1917,196,8,41,2023-12-25
1918,728,4,21,2023-02-13
1919,285,20,25,2023-05-23
1920,1993,24,42,2023-07-30
1921,196,15,23,2023-10-12
1922,307,5,11,2023-01-06
1923,1688,13,33,2023-08-06
1924,14,6,20,2023-01-27
1925,1861,28,25,2023-08-15
1926,1170,27,26,2023-10-11
1927,1962,30,40,2023-02-25
1928,1081,5,12,2023-11-06
1929,723,17,32,2023-12-02
1930,780,7,33,2023-04-15
1931,1234,6,10,2023-01-18
1932,529,2,4,2023-07-24
1933,798,11,15,2023-02-12
1934,344,7,6,2023-03-30
1935,1739,22,27,2023-03-15
1936,1635,21,5,2023-06-06
1937,1303,8,5,2023-09-23
1938,209,5,18,2023-05-14
1939,641,27,28,2023-03-30
1940,1359,18,35,2023-08-24
1941,1312,22,22,2023-05-12
1942,252,16,34,2023-08-17
1943,1289,14,4,2023-02-03
1944,271,12,18,2023-03-24
1945,1948,17,41,2023-05-12
1946,920,5,26,2023-12-20
1947,1724,14,42,2023-07-23
1948,419,6,22,2023-10-14
1949,1750,15,47,2023-12-02
1950,795,7,33,2023-11-12
1951,1235,14,43,2023-09-15
1952,1389,18,14,2023-10-19
1953,1100,1,31,2023-05-05
1954,1684,6,10,2023-05-31
1955,1345,3,24,2023-12-25
1956,725,5,21,2023-09-04
1957,433,12,48,2023-06-24
1958,109,11,8,2023-12-23
1959,641,13,32,2023-10-29
1960,1546,16,31,2023-03-21
1961,1071,18,34,2023-04-17
1962,379,17,23,2023-10-27
1963,1851,17,25,2023-11-01
1964,1120,29,7,2023-12-10
1965,958,11,19,2023-02-27
1966,103,20,7,2023-04-01
1967,892,10,47,2023-05-15
1968,854,29,8,2023-12-16
1969,1170,16,14,2023-06-18
1970,1904,2,1,2023-11-30
1971,1966,17,13,2023-05-02
1972,1952,22,3,2023-08-24
1973,1051,30,28,2023-03-17
1974,1756,20,38,2023-11-05
1975,530,10,15,2023-01-23
1976,679,13,36,2023-11-29
1977,1969,12,3,2023-03-14
1978,989,15,4,2023-03-29
1979,1106,7,5,2023-04-13
1980,428,27,50,2023-04-04
1981,1608,22,26,2023-11-12
1982,822,21,25,2023-09-23
1983,1503,26,10,2023-09-10
1984,1790,28,8,2023-12-24
1985,1186,13,12,2023-02-27
1986,1863,12,3,2023-01-09
1987,932,12,27,2023-01-13
1988,1426,28,50,2023-05-11
1989,1532,2,23,2023-08-10
1990,1062,5,40,2023-11-25
1991,1979,25,33,2023-06-02
1992,511,25,14,2023-03-12
1993,393,2,23,2023-12-11
1994,713,23,31,2023-01-20
1995,494,26,13,2023-03-22
1996,1224,30,12,2023-08-16
1997,1279,20,35,2023-12-12
1998,1203,13,18,2023-01-19
1999,547,29,21,2023-06-14
2000,594,3,45,2023-04-17
2001,389,11,47,2023-12-14
2002,1422,16,42,2023-08-02
2003,1756,1,1,2023-08-27
2004,158,19,38,2023-05-27
2005,1028,11,41,2023-06-30
2006,167,9,42,2023-12-02
2007,1492,14,47,2023-07-17
2008,960,9,9,2023-10-14
2009,409,7,23,2023-02-22
2010,1436,16,14,2023-08-28
2011,1228,3,11,2023-10-17
2012,194,29,7,2023-10-14
2013,235,19,31,2023-07-07
2014,718,4,24,2023-01-06
2015,1174,7,26,2023-10-10
2016,1183,23,30,2023-09-20
2017,1303,28,34,2023-02-18
2018,816,12,46,2023-12-18
2019,404,30,38,2023-07-19
2020,893,18,5,2023-03-01
2021,678,28,5,2023-02-02
2022,1335,5,19,2023-10-30
2023,68,23,38,2023-09-01
2024,1487,23,28,2023-06-21
2025,88,22,26,2023-07-26
2026,217,26,42,2023-10-10
2027,1,10,23,2023-01-22
2028,1159,12,46,2023-02-16
2029,1721,8,49,2023-12-15
2030,1375,19,30,2023-06-07
2031,140,15,3,2023-09-15
2032,618,1,28,2023-05-23
2033,133,3,33,2023-02-16
2034,1644,27,42,2023-01-27
2035,178,18,3,2023-01-27
2036,810,18,5,2023-05-25
2037,1382,30,19,2023-03-16
2038,380,30,42,2023-07-06
2039,908,2,48,2023-01-10
2040,1895,5,1,2023-05-01
2041,658,29,38,2023-10-16
2042,450,1,9,2023-06-14
2043,586,10,5,2023-09-21
2044,463,20,46,2023-06-10
2045,990,30,42,2023-11-23
2046,1132,10,34,2023-10-24
2047,122,5,37,2023-04-28
2048,17,18,33,2023-11-07
2049,1220,21,25,2023-09-20
2050,327,26,42,2023-03-25
2051,318,15,29,2023-05-26
2052,809,20,25,2023-06-20
2053,1503,8,9,2023-11-30
2054,1276,17,3,2023-11-05
2055,503,12,15,2023-01-14
2056,119,21,4,2023-05-29
2057,1698,30,45,2023-09-08
2058,710,30,38,2023-02-26
2059,1522,27,20,2023-12-13
2060,1510,12,49,2023-10-29
2061,45,26,23,2023-12-13
2062,314,1,37,2023-05-13
2063,1203,26,47,2023-06-19
2064,1918,26,8,2023-04-12
2065,418,4,37,2023-04-16
2066,556,8,45,2023-06-20
2067,1807,1,33,2023-05-08
2068,1102,27,33,2023-09-07
2069,326,15,7,2023-02-01
2070,1714,18,22,2023-08-04
2071,1381,1,5,2023-09-19
2072,1440,11,46,2023-11-26
2073,1987,23,15,2023-09-01
2074,515,2,21,2023-10-12
2075,214,1,25,2023-10-17
2076,1878,12,17,2023-09-20
2077,74,16,50,2023-12-03
2078,1587,22,7,2023-11-29
2079,1603,22,50,2023-11-10
2080,509,10,19,2023-03-26
2081,332,18,7,2023-11-25
2082,1117,15,40,2023-02-14
2083,688,17,45,2023-10-30
2084,657,30,50,2023-11-29
2085,1543,10,24,2023-07-19
2086,1293,3,11,2023-07-20
2087,1400,26,41,2023-11-25
2088,1858,30,1,2023-06-17
2089,1028,21,32,2023-08-28
2090,1162,16,40,2023-10-13
2091,1255,6,44,2023-07-09
2092,600,3,2,2023-03-12
2093,1553,9,15,2023-05-25
2094,1076,11,21,2023-12-25
2095,1670,21,24,2023-07-28
2096,1747,13,50,2023-12-26
2097,325,18,17,2023-07-27
2098,992,26,47,2023-08-10
2099,1994,22,9,2023-10-14
2100,1929,28,35,2023-06-12
2101,1755,24,20,2023-12-31
2102,717,27,19,2023-03-13
2103,723,22,18,2023-08-28
2104,277,4,20,2023-05-07
2105,536,22,30,2023-03-26
2106,1510,24,40,2023-01-15
2107,1540,8,1,2023-09-05
2108,152,13,24,2023-11-08
2109,955,10,24,2023-10-10
2110,1507,2,47,2023-01-02
2111,259,8,19,2023-03-15
2112,324,6,30,2023-03-05
2113,1017,16,26,2023-09-18
2114,869,18,42,2023-12-13
2115,1192,17,44,2023-11-20
2116,688,6,38,2023-08-27
2117,310,13,29,2023-12-03
2118,803,23,13,2023-12-07
2119,1503,14,4,2023-10-06
2120,1080,30,45,2023-12-19
2121,620,26,17,2023-07-20
2122,473,21,33,2023-10-20
2123,1320,30,5,2023-10-13
2124,461,10,28,2023-08-09
2125,1348,24,24,2023-06-11
2126,814,11,17,2023-07-02
2127,846,13,50,2023-09-22
2128,1165,12,39,2023-05-12
2129,667,9,48,2023-11-18
2130,262,4,40,2023-04-30
2131,1809,7,44,2023-08-07
2132,1444,24,46,2023-06-09
2133,1768,29,11,2023-10-27
2134,1265,22,12,2023-04-19
2135,355,2,13,2023-08-26
2136,1873,7,8,2023-10-20
2137,770,29,1,2023-03-08
2138,1785,9,9,2023-11-12
2139,1613,5,28,2023-07-06
2140,180,15,2,2023-02-05
2141,66,18,14,2023-02-18
2142,820,4,13,2023-09-13
2143,1372,19,48,2023-04-17
2144,171,20,2,2023-01-08
2145,474,26,4,2023-08-24
2146,534,7,12,2023-06-27
2147,1391,26,48,2023-08-30
2148,1131,8,10,2023-02-10
2149,439,17,3,2023-12-23
2150,835,13,4,2023-09-02
2151,227,24,6,2023-04-23
2152,1468,21,23,2023-12-31
2153,442,28,5,2023-09-13
2154,396,23,50,2023-06-15
2155,728,11,3,2023-12-08
2156,1605,27,10,2023-03-19
2157,84,1,43,2023-07-26
2158,1639,2,19,2023-11-07
2159,1575,17,14,2023-07-15
2160,1037,5,21,2023-11-17
2161,1833,30,43,2023-03-05
2162,1849,30,28,2023-05-20
2163,693,6,21,2023-02-11
2164,493,26,36,2023-11-02
2165,1292,25,24,2023-07-28
2166,1549,24,38,2023-10-31
2167,1144,7,17,2023-03-14
2168,970,28,22,2023-06-02
2169,353,21,19,2023-05-15
2170,1081,30,45,2023-12-28
2171,40,15,10,2023-09-21
2172,1910,19,11,2023-08-04
2173,1360,16,38,2023-07-28
2174,640,25,2,2023-07-23
2175,173,13,33,2023-04-20
2176,1571,5,43,2023-01-31
2177,259,3,31,2023-01-12
2178,1912,3,48,2023-05-07
2179,517,19,35,2023-11-09
2180,730,14,37,2023-07-13
2181,523,16,47,2023-05-20
2182,1918,22,47,2023-01-27
2183,839,17,36,2023-02-15
2184,117,27,23,2023-05-15
2185,184,4,36,2023-11-13
2186,1930,13,40,2023-02-27
2187,1898,8,39,2023-01-13
2188,1140,19,26,2023-04-10
2189,162,5,25,2023-02-18
2190,1603,2,17,2023-10-18
2191,1736,15,15,2023-04-04
2192,543,2,37,2023-04-05
2193,1611,11,45,2023-05-25
2194,1261,13,4,2023-03-13
2195,839,23,22,2023-01-10
2196,1090,10,17,2023-06-11
2197,1094,3,22,2023-08-02
2198,1833,5,17,2023-01-04
2199,447,3,14,2023-08-12
2200,416,6,14,2023-01-29
2201,532,13,17,2023-10-29
2202,441,10,8,2023-07-22
2203,738,19,34,2023-03-18
2204,1970,8,26,2023-02-28
2205,464,18,45,2023-07-15
2206,1945,3,30,2023-11-18
2207,396,24,22,2023-04-17
2208,711,24,16,2023-12-08
2209,1575,17,30,2023-01-09
2210,1681,8,16,2023-01-20
2211,1581,10,38,2023-05-29
2212,395,2,24,2023-01-17
2213,326,12,36,2023-01-12
2214,1917,23,35,2023-03-23
2215,1943,6,6,2023-03-08
2216,1115,2,4,2023-05-13
2217,750,21,18,2023-02-22
2218,1094,23,6,2023-07-25
2219,1190,24,26,2023-08-21
2220,642,3,37,2023-02-23
2221,214,17,27,2023-03-09
2222,1876,29,41,2023-10-18
2223,1625,7,11,2023-12-10
2224,1359,29,38,2023-06-18
2225,1788,21,16,2023-06-10
2226,369,5,19,2023-01-15
2227,1885,23,43,2023-07-10
2228,1608,1,15,2023-01-15
2229,1701,8,26,2023-10-14
2230,49,12,41,2023-12-29
2231,1076,14,31,2023-01-10
2232,1313,16,19,2023-02-26
2233,1814,10,24,2023-07-18
2234,1650,15,9,2023-06-10
2235,1263,21,23,2023-09-20
2236,133,24,4,2023-09-10
2237,999,26,10,2023-04-29
2238,786,15,9,2023-03-21
2239,1190,10,19,2023-05-04
2240,1398,21,15,2023-11-09
2241,373,28,34,2023-03-13
2242,1829,7,42,2023-06-17
2243,1502,26,19,2023-10-11
2244,1779,3,49,2023-02-05
2245,479,2,21,2023-11-08
2246,832,6,34,2023-06-24
2247,650,21,17,2023-07-18
2248,1615,9,18,2023-04-26
2249,682,10,17,2023-11-11
2250,1659,4,2,2023-08-08
2251,688,27,1,2023-03-07
2252,1324,3,43,2023-09-22
2253,82,9,10,2023-05-14
2254,87,24,37,2023-04-29
2255,225,22,48,2023-05-02
2256,16,17,5,2023-11-17
2257,822,14,12,2023-03-28
2258,1382,10,36,2023-10-16
2259,163,13,31,2023-05-17
2260,1634,12,38,2023-02-22
2261,1692,27,9,2023-07-24
2262,514,1,44,2023-12-14
2263,350,28,26,2023-02-20
2264,1933,22,15,2023-11-23
2265,681,29,16,2023-02-09
2266,1488,19,13,2023-09-07
2267,1851,19,25,2023-08-06
2268,1861,6,30,2023-06-28
2269,1399,13,7,2023-02-08
2270,1116,19,4,2023-07-02
2271,181,13,43,2023-08-12
2272,743,27,40,2023-06-13
2273,1325,26,38,2023-08-22
2274,660,22,30,2023-07-12
2275,1816,21,10,2023-03-26
2276,1213,4,30,2023-08-31
2277,1883,24,39,2023-06-22
2278,1886,2,7,2023-02-06
2279,1338,15,36,2023-03-28
2280,493,12,35,2023-05-09
2281,923,30,24,2023-07-13
2282,1946,27,39,2023-11-15
2283,128,7,36,2023-02-12
2284,1543,20,45,2023-12-22
2285,1450,18,20,2023-06-08
2286,1583,23,49,2023-04-15
2287,565,13,32,2023-08-17
2288,1211,17,39,2023-08-05
2289,550,4,49,2023-09-21
2290,453,25,26,2023-02-18
2291,471,14,26,2023-12-18
2292,988,20,36,2023-05-03
2293,738,28,43,2023-10-30
2294,1589,13,35,2023-01-25
2295,1935,3,43,2023-05-11
2296,224,26,35,2023-08-12
2297,154,26,12,2023-04-09
2298,560,18,33,2023-12-18
2299,351,14,36,2023-10-17
2300,1171,15,14,2023-07-16
2301,1929,3,33,2023-04-19
2302,1600,1,46,2023-12-14
2303,349,26,45,2023-08-08
2304,182,24,45,2023-09-21
2305,637,17,24,2023-07-27
2306,1018,3,15,2023-11-15
2307,179,14,31,2023-03-23
2308,1063,3,17,2023-01-25
2309,772,13,12,2023-07-05
2310,894,15,22,2023-01-08
2311,1027,18,23,2023-05-04
2312,1016,14,26,2023-05-29
2313,64,21,14,2023-04-08
2314,29,26,12,2023-08-04
2315,372,3,50,2023-04-11
2316,1547,19,4,2023-08-06
2317,97,8,46,2023-09-16
2318,1894,4,13,2023-12-22
2319,1466,4,18,2023-01-11
2320,1227,19,43,2023-02-28
2321,1435,11,28,2023-09-07
2322,993,1,38,2023-05-20
2323,21,8,41,2023-12-01
2324,1575,15,44,2023-02-07
2325,735,1,19,2023-05-02
2326,1126,7,46,2023-03-06
2327,1070,21,47,2023-05-26
2328,66,20,43,2023-10-29
2329,603,20,38,2023-05-05
2330,1188,24,46,2023-11-08
2331,1995,11,3,2023-07-10
2332,1135,27,19,2023-09-20
2333,338,29,20,2023-12-27
2334,123,14,25,2023-10-23
2335,1729,22,11,2023-07-01
2336,447,16,17,2023-06-08
2337,611,14,49,2023-12-19
2338,1315,12,35,2023-11-04
2339,671,17,14,2023-10-14
2340,1436,14,39,2023-06-11
2341,615,10,19,2023-09-20
2342,897,24,3,2023-08-05
2343,281,29,34,2023-06-30
2344,1067,14,49,2023-04-01
2345,1510,18,41,2023-01-17
2346,596,22,22,2023-05-05
2347,1987,9,38,2023-09-17
2348,703,17,27,2023-12-21
2349,1075,6,21,2023-08-02
2350,1922,8,41,2023-08-27
2351,210,26,31,2023-06-29
2352,126,13,27,2023-06-21
2353,492,18,37,2023-05-23
2354,1533,5,2,2023-11-13
2355,960,6,47,2023-09-01
2356,970,21,9,2023-08-20
2357,581,19,19,2023-06-21
2358,777,4,42,2023-10-04
2359,258,7,36,2023-03-18
2360,1954,4,10,2023-10-30
2361,1212,25,40,2023-11-27
2362,230,11,45,2023-02-18
2363,189,12,39,2023-09-05
2364,1439,14,7,2023-10-10
2365,10,13,4,2023-10-14
2366,1138,29,15,2023-02-01
2367,1100,10,12,2023-06-07
2368,676,18,48,2023-01-18
2369,502,16,6,2023-03-04
2370,85,5,9,2023-05-08
2371,49,8,35,2023-01-16
2372,1519,14,8,2023-06-12
2373,838,5,7,2023-09-08
2374,1008,26,4,2023-05-17
2375,689,28,13,2023-11-14
2376,387,24,19,2023-10-22
2377,970,8,7,2023-06-28
2378,1413,25,10,2023-08-17
2379,1006,26,25,2023-06-29
2380,218,6,44,2023-03-13
2381,1725,16,35,2023-11-14
2382,1005,28,25,2023-03-24
2383,1370,4,29,2023-05-16
2384,1254,12,12,2023-08-06
2385,255,11,47,2023-04-19
2386,236,3,40,2023-04-29
2387,1050,12,12,2023-01-18
2388,1608,30,6,2023-11-28
2389,1285,5,10,2023-06-03
2390,1790,6,2,2023-01-11
2391,271,19,45,2023-05-18
2392,123,18,25,2023-03-03
2393,656,16,7,2023-03-12
2394,1281,23,40,2023-03-02
2395,1680,11,23,2023-05-12
2396,1445,5,48,2023-03-02
2397,259,9,11,2023-12-24
2398,948,3,36,2023-09-26
2399,47,30,49,2023-01-12
2400,863,8,48,2023-02-04
2401,525,6,23,2023-02-20
2402,888,4,43,2023-02-12
2403,208,12,7,2023-08-16
2404,1335,12,27,2023-04-21
2405,747,25,13,2023-11-18
2406,149,21,17,2023-01-15
2407,1858,16,32,2023-06-26
2408,438,10,26,2023-06-11
2409,155,22,22,2023-02-08
2410,1702,14,13,2023-01-26
2411,1114,13,12,2023-04-22
2412,1722,9,7,2023-02-20
2413,1854,7,1,2023-04-08
2414,358,12,33,2023-06-19
2415,1198,5,14,2023-02-25
2416,1241,18,47,2023-08-09
2417,1931,4,43,2023-11-21
2418,456,2,41,2023-05-26
2419,776,3,17,2023-09-17
2420,1633,26,4,2023-05-09
2421,629,12,39,2023-02-19
2422,1223,3,1,2023-12-06
2423,832,4,41,2023-11-22
2424,486,6,45,2023-01-20
2425,533,12,24,2023-06-23
2426,200,19,34,2023-10-10
2427,371,10,34,2023-01-26
2428,1014,30,24,2023-06-09
2429,1983,1,15,2023-01-10
2430,853,17,17,2023-03-23
2431,1472,16,13,2023-09-13
2432,248,9,7,2023-04-15
2433,788,25,9,2023-05-20
2434,264,21,44,2023-07-21
2435,1082,9,35,2023-12-10
2436,1326,27,23,2023-01-24
2437,31,23,47,2023-02-15
2438,1522,9,39,2023-08-05
2439,1273,12,23,2023-02-24
2440,605,23,26,2023-03-19
2441,1801,9,1,2023-06-08
2442,1295,15,14,2023-12-10
2443,1630,2,32,2023-09-29
2444,1690,11,48,2023-05-28
2445,1418,11,10,2023-02-07
2446,1821,8,1,2023-04-21
2447,502,23,5,2023-01-15
2448,1616,6,3,2023-03-19
2449,1828,21,49,2023-03-17
2450,1108,20,50,2023-11-24
2451,1389,7,27,2023-10-02
2452,886,3,22,2023-07-16
2453,549,8,18,2023-08-07
2454,1366,18,16,2023-03-04
2455,839,17,2,2023-12-27
2456,1431,11,47,2023-02-01
2457,1449,2,13,2023-08-21
2458,1768,25,45,2023-04-20
2459,1117,21,16,2023-06-14
2460,848,27,8,2023-07-13
2461,614,24,43,2023-01-07
2462,412,19,8,2023-05-19
2463,432,7,10,2023-12-09
2464,678,18,33,2023-10-14
2465,159,8,31,2023-10-28
2466,14,14,12,2023-02-25
2467,373,7,9,2023-06-09
2468,225,28,37,2023-05-29
2469,1529,21,9,2023-10-14
2470,1097,28,48,2023-09-14
2471,1273,27,18,2023-05-19
2472,511,4,30,2023-12-15
2473,603,17,32,2023-11-20
2474,216,5,40,2023-10-19
2475,1997,12,23,2023-12-01
2476,1626,9,11,2023-07-06
2477,1565,26,20,2023-11-19
2478,1971,20,19,2023-07-03
2479,1841,13,36,2023-11-03
2480,1963,25,26,2023-09-19
2481,988,28,10,2023-11-06
2482,1244,18,24,2023-12-10
2483,840,20,13,2023-05-25
2484,727,9,46,2023-09-18
2485,1245,4,34,2023-01-02
2486,1413,21,29,2023-11-10
2487,554,27,36,2023-01-12
2488,1671,8,7,2023-09-18
2489,1066,1,30,2023-12-28
2490,676,17,17,2023-06-18
2491,873,25,48,2023-05-28
2492,283,9,13,2023-07-19
2493,1082,20,24,2023-11-08
2494,1838,13,31,2023-03-11
2495,834,2,27,2023-11-08
2496,537,13,50,2023-02-23
2497,1097,9,21,2023-09-16
2498,1909,30,44,2023-12-17
2499,923,20,1,2023-01-28
2500,1153,6,15,2023-12-29
2501,1623,28,3,2023-04-30
2502,842,1,6,2023-05-13
2503,1450,28,14,2023-03-31
2504,948,25,38,2023-01-16
2505,665,5,33,2023-10-14
2506,1718,3,38,2023-10-11
2507,1149,4,8,2023-08-18
2508,67,1,26,2023-05-17
2509,6,14,15,2023-10-22
2510,637,9,14,2023-08-15
2511,314,30,48,2023-01-27
2512,1350,24,20,2023-11-28
2513,565,4,48,2023-04-27
2514,1602,18,19,2023-03-30
2515,826,14,33,2023-04-17
2516,506,25,36,2023-08-09
2517,1106,4,24,2023-08-11
2518,1623,25,10,2023-05-02
2519,1026,10,50,2023-12-20
2520,204,3,34,2023-02-02
2521,662,23,36,2023-04-01
2522,805,7,47,2023-07-03
2523,404,10,36,2023-09-15
2524,1127,13,16,2023-01-13
2525,536,4,15,2023-01-24
2526,1392,18,18,2023-11-21
2527,1236,11,7,2023-02-03
2528,577,25,47,2023-09-04
2529,1985,4,22,2023-12-09
2530,1233,24,32,2023-01-19
2531,763,14,43,2023-01-30
2532,1921,18,19,2023-02-18
2533,117,8,40,2023-06-29
2534,628,27,1,2023-08-14
2535,749,10,35,2023-03-19
2536,1502,5,5,2023-07-26
2537,105,23,50,2023-02-04
2538,495,7,12,2023-09-07
2539,1795,12,12,2023-03-12
2540,46,25,21,2023-12-30
2541,823,3,19,2023-11-06
2542,1355,26,9,2023-10-06
2543,1240,4,43,2023-06-01
2544,982,10,49,2023-08-15
2545,960,4,48,2023-08-31
2546,1516,15,36,2023-01-10
2547,1837,29,42,2023-11-13
2548,1946,10,47,2023-02-17
2549,845,21,32,2023-04-22
2550,449,30,35,2023-07-23
2551,536,22,31,2023-06-06
2552,511,16,32,2023-12-09
2553,1482,15,37,2023-01-26
2554,1571,19,32,2023-11-04
2555,1560,29,43,2023-06-15
2556,540,20,37,2023-09-06
2557,1508,19,39,2023-09-19
2558,2000,18,38,2023-09-21
2559,16,26,30,2023-01-17
2560,1595,12,32,2023-03-17
2561,243,25,45,2023-09-11
2562,1974,16,2,2023-07-25
2563,1231,1,11,2023-02-03
2564,912,16,20,2023-05-27
2565,1295,2,37,2023-11-22
2566,761,24,9,2023-12-04
2567,1803,15,38,2023-08-16
2568,705,7,49,2023-04-28
2569,1871,28,19,2023-06-14
2570,1754,1,40,2023-02-07
2571,115,5,7,2023-12-24
2572,1604,10,5,2023-10-23
2573,1323,22,47,2023-05-17
2574,1861,21,42,2023-11-05
2575,1507,4,24,2023-09-03
2576,397,14,48,2023-07-17
2577,394,13,41,2023-03-07
2578,1099,1,7,2023-03-21
2579,978,16,11,2023-02-21
2580,1506,23,9,2023-05-09
2581,1127,9,49,2023-01-01
2582,297,22,30,2023-06-16
2583,1002,16,41,2023-01-16
2584,178,19,3,2023-05-25
2585,1239,15,22,2023-04-22
2586,967,26,40,2023-04-12
2587,315,14,20,2023-03-23
2588,1063,20,32,2023-04-09
2589,259,10,48,2023-06-08
2590,1740,21,7,2023-02-09
2591,7,12,7,2023-06-04
2592,49,28,20,2023-02-05
2593,1562,1,25,2023-09-04
2594,161,21,45,2023-01-04
2595,1893,17,35,2023-10-08
2596,176,9,44,2023-12-17
2597,1615,23,24,2023-11-30
2598,1026,19,40,2023-09-06
2599,1001,25,13,2023-01-12
2600,1919,18,48,2023-10-10
2601,455,28,39,2023-08-04
2602,1952,7,4,2023-11-15
2603,1668,9,12,2023-11-07
2604,276,22,17,2023-03-23
2605,498,26,1,2023-01-14
2606,1653,21,17,2023-02-25
2607,676,12,2,2023-12-08
2608,1824,7,6,2023-10-09
2609,1052,14,44,2023-07-18
2610,1357,15,11,2023-12-14
2611,1025,15,43,2023-06-15
2612,1212,6,18,2023-10-19
2613,56,21,40,2023-05-26
2614,547,14,25,2023-03-19
2615,1136,2,39,2023-04-22
2616,1822,8,28,2023-01-23
2617,1334,13,46,2023-04-26
2618,36,23,16,2023-05-22
2619,439,6,12,2023-07-16
2620,1753,5,41,2023-10-05
2621,1616,5,29,2023-01-28
2622,1850,25,23,2023-10-26
2623,595,1,21,2023-03-17
2624,1601,9,16,2023-01-18
2625,1349,6,48,2023-04-10
2626,1664,20,41,2023-05-04
2627,307,26,45,2023-12-31
2628,1558,30,26,2023-10-19
2629,1752,7,37,2023-05-05
2630,619,9,22,2023-01-07
2631,1133,5,10,2023-01-23
2632,1396,14,7,2023-06-11
2633,357,5,9,2023-04-27
2634,181,8,25,2023-12-18
2635,1380,7,46,2023-01-21
2636,1700,13,15,2023-09-09
2637,68,13,13,2023-11-22
2638,292,8,42,2023-11-05
2639,692,11,46,2023-03-25
2640,181,28,26,2023-12-28
2641,1490,26,21,2023-02-10
2642,434,18,23,2023-07-22
2643,1488,25,44,2023-05-08
2644,1705,19,28,2023-05-22
2645,914,6,38,2023-12-10
2646,1558,22,12,2023-04-13
2647,66,2,24,2023-04-17
2648,1045,28,13,2023-01-17
2649,1636,13,40,2023-01-25
2650,384,23,48,2023-03-05
2651,1836,25,2,2023-12-08
2652,1639,28,39,2023-08-25
2653,1583,26,12,2023-06-25
2654,39,11,39,2023-10-18
2655,1309,1,14,2023-10-20
2656,822,24,30,2023-11-07
2657,602,2,41,2023-06-05
2658,1621,30,50,2023-02-22
2659,785,17,43,2023-03-14
2660,1360,8,48,2023-07-02
2661,1212,2,19,2023-07-08
2662,671,6,31,2023-01-13
2663,1267,22,43,2023-02-16
2664,1097,5,50,2023-06-09
2665,479,16,43,2023-10-11
2666,1998,8,25,2023-02-22
2667,561,19,4,2023-10-14
2668,101,16,50,2023-01-08
2669,514,13,13,2023-03-13
2670,1780,26,36,2023-04-08
2671,176,20,42,2023-03-28
2672,238,7,37,2023-11-26
2673,910,16,3,2023-04-11
2674,1083,23,16,2023-10-08
2675,1889,16,26,2023-10-16
2676,1123,29,40,2023-08-25
2677,1978,12,39,2023-07-15
2678,871,14,19,2023-04-07
2679,1978,24,46,2023-04-06
2680,495,18,15,2023-09-18
2681,947,27,32,2023-05-01
2682,1538,28,49,2023-09-30
2683,755,18,21,2023-11-28
2684,1321,16,1,2023-02-21
2685,211,20,6,2023-11-14
2686,1147,16,27,2023-06-12
2687,1253,13,23,2023-07-09
2688,1618,26,47,2023-10-04
2689,1680,29,31,2023-03-26
2690,1412,9,12,2023-07-13
2691,140,26,21,2023-06-30
2692,541,28,2,2023-01-21
2693,1415,9,5,2023-07-22
2694,270,13,9,2023-07-21
2695,1783,29,20,2023-05-31
2696,1036,4,46,2023-06-08
2697,1891,9,18,2023-11-06
2698,1413,15,22,2023-01-26
2699,1361,14,8,2023-11-05
2700,506,19,34,2023-03-07
