delivery_id,order_id,ship_date,delivery_date,delivery_status
2273,2273,2023-10-28,2023-05-27,Delivered
2274,2274,2023-04-07,2023-12-08,Delivered
2275,2275,2023-11-01,2023-12-22,Delayed
2276,2276,2023-11-07,2023-07-02,Delayed
2277,2277,2023-04-03,2023-06-12,Delivered
2278,2278,2023-05-25,2023-03-03,Delivered
2279,2279,2023-11-04,2023-08-05,Delivered
2280,2280,2023-01-19,2023-03-11,Delivered
2281,2281,2023-05-07,2023-12-29,Lost
2282,2282,2023-06-04,2023-07-13,Delivered
2283,2283,2023-01-07,2023-08-15,Delivered
2284,2284,2023-12-01,2023-07-18,Delivered
2285,2285,2023-12-05,2023-06-12,Delivered
2286,2286,2023-12-03,2023-09-08,Delayed
2287,2287,2023-03-30,2023-04-23,Delivered
2288,2288,2023-09-27,2023-03-02,Delivered
2289,2289,2023-03-07,2023-02-04,Delivered
2290,2290,2023-06-16,2023-02-12,Delivered
2291,2291,2023-03-06,2023-06-12,Delivered
2292,2292,2023-09-28,2023-01-31,Delivered
2293,2293,2023-05-26,2023-09-14,Delivered
2294,2294,2023-11-30,2023-07-06,Delayed
2295,2295,2023-09-27,2023-12-29,Delivered
2296,2296,2023-11-26,2023-08-14,Delivered
2297,2297,2023-01-07,2023-12-25,Delayed
2298,2298,2023-05-02,2023-08-11,Delivered
2299,2299,2023-12-17,2023-11-18,Delivered
2300,2300,2023-11-10,2023-03-29,Delivered
2301,2301,2023-11-06,2023-03-09,Delivered
2302,2302,2023-10-30,2023-04-26,Delayed
2303,2303,2023-12-01,2023-09-24,Delivered
2304,2304,2023-05-13,2023-10-14,Delivered
2305,2305,2023-10-18,2023-04-09,Delivered
2306,2306,2023-07-09,2023-11-28,Delivered
2307,2307,2023-07-29,2023-05-06,Delivered
2308,2308,2023-02-12,2023-06-07,Delivered
2309,2309,2023-03-20,2023-04-22,Delivered
2310,2310,2023-11-17,2023-02-24,Delivered
2311,2311,2023-05-26,2023-06-25,Delivered
2312,2312,2023-10-14,2023-06-18,Delivered
2313,2313,2023-06-21,2023-03-19,Delivered
2314,2314,2023-04-04,2023-11-12,Delivered
2315,2315,2023-09-21,2023-08-04,Delivered
2316,2316,2023-01-24,2023-07-03,Delivered
2317,2317,2023-10-20,2023-02-16,Delivered
2318,2318,2023-05-23,2023-06-02,Delivered
2319,2319,2023-05-29,2023-04-29,Delivered
2320,2320,2023-04-27,2023-05-04,Lost
2321,2321,2023-03-23,2023-06-21,Delivered
2322,2322,2023-01-26,2023-06-17,Delivered
2323,2323,2023-04-26,2023-11-28,Delivered
2324,2324,2023-04-05,2023-05-31,Delivered
2325,2325,2023-11-02,2023-03-17,Delivered
2326,2326,2023-07-05,2023-05-31,Delivered
2327,2327,2023-10-11,2023-01-27,Delivered
2328,2328,2023-06-05,2023-03-04,Delivered
2329,2329,2023-06-24,2023-12-22,Delivered
2330,2330,2023-12-18,2023-02-25,Delivered
2331,2331,2023-06-23,2023-08-13,Delivered
2332,2332,2023-06-04,2023-08-09,Delivered
2333,2333,2023-01-15,2023-11-14,Delivered
2334,2334,2023-11-01,2023-06-21,Delivered
2335,2335,2023-05-09,2023-07-10,Delivered
2336,2336,2023-12-08,2023-02-03,Delivered
2337,2337,2023-04-03,2023-02-24,Delivered
2338,2338,2023-09-29,2023-05-21,Delivered
2339,2339,2023-08-11,2023-02-18,Delivered
2340,2340,2023-11-04,2023-04-02,Delivered
2341,2341,2023-11-07,2023-11-14,Delivered
2342,2342,2023-04-19,2023-02-07,Delayed
2343,2343,2023-11-28,2023-08-15,Delivered
2344,2344,2023-01-29,2023-02-13,Delivered
2345,2345,2023-07-17,2023-08-18,Delivered
2346,2346,2023-07-20,2023-09-28,Delivered
2347,2347,2023-06-04,2023-07-07,Delivered
2348,2348,2023-03-12,2023-12-25,Delivered
2349,2349,2023-06-10,2023-08-25,Delayed
2350,2350,2023-12-19,2023-05-04,Delivered
2351,2351,2023-04-14,2023-11-19,Delivered
2352,2352,2023-08-25,2023-04-29,Delivered
2353,2353,2023-07-09,2023-12-25,Delivered
2354,2354,2023-12-10,2023-02-10,Delivered
2355,2355,2023-12-28,2023-06-13,Delivered
2356,2356,2023-04-20,2023-04-21,Delivered
2357,2357,2023-12-04,2023-01-16,Delivered
2358,2358,2023-10-29,2023-06-17,Delivered
2359,2359,2023-09-13,2023-12-30,Delivered
2360,2360,2023-11-13,2023-11-29,Delivered
2361,2361,2023-07-13,2023-12-03,Delivered
2362,2362,2023-03-13,2023-04-24,Delayed
2363,2363,2023-09-27,2023-08-24,Delivered
2364,2364,2023-12-01,2023-07-23,Delivered
2365,2365,2023-07-29,2023-11-21,Delivered
2366,2366,2023-06-26,2023-05-21,Delivered
2367,2367,2023-08-28,2023-09-26,Delivered
2368,2368,2023-04-09,2023-10-01,Delivered
2369,2369,2023-12-14,2023-06-17,Delivered
2370,2370,2023-03-31,2023-06-20,Delivered
2371,2371,2023-09-10,2023-09-16,Delivered
2372,2372,2023-04-10,2023-05-06,Delivered
2373,2373,2023-11-26,2023-02-09,Delivered
2374,2374,2023-11-23,2023-09-08,Delivered
2375,2375,2023-06-04,2023-08-27,Delivered
2376,2376,2023-10-23,2023-04-10,Delivered
2377,2377,2023-10-11,2023-03-03,Delivered
2378,2378,2023-10-24,2023-01-21,Delivered
2379,2379,2023-02-01,2023-05-06,Delivered
2380,2380,2023-05-12,2023-08-16,Delivered
2381,2381,2023-08-05,2023-04-12,Delivered
2382,2382,2023-01-16,2023-11-22,Delivered
2383,2383,2023-11-23,2023-01-19,Delivered
2384,2384,2023-09-25,2023-09-07,Delivered
2385,2385,2023-10-14,2023-03-23,Delivered
2386,2386,2023-10-19,2023-03-28,Delivered
2387,2387,2023-02-13,2023-12-16,Delivered
2388,2388,2023-06-18,2023-01-31,Delivered
2389,2389,2023-12-16,2023-05-16,Delivered
2390,2390,2023-09-13,2023-07-15,Delivered
2391,2391,2023-06-20,2023-05-01,Delivered
2392,2392,2023-09-17,2024-01-04,Delivered
2393,2393,2023-12-13,2023-07-12,Delivered
2394,2394,2023-03-20,2023-06-04,Delivered
2395,2395,2023-12-06,2023-12-11,Delivered
2396,2396,2023-03-27,2023-10-01,Delivered
2397,2397,2023-05-30,2023-05-14,Delivered
2398,2398,2023-07-21,2023-12-31,Delayed
2399,2399,2023-03-19,2023-01-10,Delivered
2400,2400,2023-12-28,2023-05-16,Delivered
2401,2401,2023-09-08,2023-11-07,Delivered
2402,2402,2023-02-23,2023-07-13,Delivered
2403,2403,2023-10-28,2023-04-03,Delivered
2404,2404,2023-10-30,2023-09-08,Delivered
2405,2405,2023-10-21,2023-09-11,Delivered
2406,2406,2023-10-22,2023-03-06,Delivered
2407,2407,2023-04-20,2023-08-06,Delivered
2408,2408,2023-03-30,2023-05-16,Delivered
2409,2409,2023-06-16,2023-04-19,Delivered
2410,2410,2023-09-25,2023-06-12,Delivered
2411,2411,2023-04-04,2023-09-17,Delivered
2412,2412,2023-06-23,2023-01-18,Delivered
2413,2413,2023-03-06,2023-12-26,Delivered
2414,2414,2023-05-07,2023-03-02,Delivered
2415,2415,2023-08-19,2023-01-11,Delayed
2416,2416,2023-04-16,2023-07-18,Delivered
2417,2417,2023-07-29,2023-04-29,Delivered
2418,2418,2023-03-04,2023-01-12,Delivered
2419,2419,2023-08-29,2023-12-18,Delivered
2420,2420,2023-03-03,2023-01-09,Delivered
2421,2421,2023-12-13,2023-12-17,Delivered
2422,2422,2023-01-13,2023-07-15,Delivered
2423,2423,2023-05-18,2023-05-05,Delivered
2424,2424,2023-07-15,2023-03-06,Delivered
2425,2425,2023-03-16,2023-01-06,Delayed
2426,2426,2023-12-30,2023-10-13,Delayed
2427,2427,2023-05-17,2023-11-26,Delivered
2428,2428,2023-02-13,2023-09-09,Delivered
2429,2429,2023-02-09,2023-05-12,Delivered
2430,2430,2023-02-01,2023-03-18,Delivered
2431,2431,2023-05-23,2023-11-27,Delivered
2432,2432,2023-11-17,2023-12-26,Delayed
2433,2433,2023-12-26,2023-09-13,Delivered
2434,2434,2023-12-20,2023-11-21,Delivered
2435,2435,2023-02-14,2023-06-18,Delivered
2436,2436,2023-07-08,2023-07-22,Delivered
2437,2437,2023-12-20,2023-06-19,Delivered
2438,2438,2023-01-03,2023-10-13,Delivered
2439,2439,2023-10-20,2023-12-16,Delivered
2440,2440,2023-11-08,2023-12-06,Delayed
2441,2441,2023-12-10,2023-02-22,Delayed
2442,2442,2023-11-22,2023-02-27,Delivered
2443,2443,2023-12-03,2023-03-16,Delivered
2444,2444,2023-10-24,2023-10-11,Delivered
2445,2445,2023-01-25,2023-03-31,Delivered
2446,2446,2023-04-15,2023-02-23,Delivered
2447,2447,2023-03-04,2023-05-07,Delivered
2448,2448,2023-06-03,2023-09-21,Delivered
2449,2449,2023-09-21,2023-09-27,Delivered
2450,2450,2023-10-22,2023-03-06,Delivered
2451,2451,2023-09-01,2023-02-07,Delivered
2452,2452,2023-12-09,2023-01-11,Delayed
2453,2453,2023-12-09,2023-11-28,Delayed
2454,2454,2023-12-14,2023-11-21,Delivered
2455,2455,2023-05-02,2023-08-31,Delivered
2456,2456,2023-12-20,2023-10-14,Delivered
2457,2457,2023-06-23,2023-11-25,Delivered
2458,2458,2023-04-14,2023-04-02,Delivered
2459,2459,2023-06-10,2023-09-23,Delivered
2460,2460,2023-09-15,2023-10-28,Delivered
2461,2461,2023-07-22,2023-07-26,Delivered
2462,2462,2023-02-15,2023-10-20,Delivered
2463,2463,2023-03-06,2023-08-01,Delivered
2464,2464,2023-07-16,2024-01-03,Delivered
2465,2465,2023-03-12,2023-10-07,Delivered
2466,2466,2023-07-01,2023-07-28,Delivered
2467,2467,2023-11-28,2023-11-20,Delivered
2468,2468,2023-09-05,2023-12-26,Delivered
2469,2469,2023-11-26,2023-04-06,Delivered
2470,2470,2023-06-08,2023-07-20,Delivered
2471,2471,2023-07-06,2023-12-19,Delivered
2472,2472,2023-08-20,2023-06-20,Delivered
2473,2473,2023-03-15,2023-10-26,Delivered
2474,2474,2023-02-25,2023-08-17,Delivered
2475,2475,2023-09-01,2023-01-06,Delivered
2476,2476,2023-10-30,2023-04-10,Delivered
2477,2477,2023-12-20,2023-07-14,Delivered
2478,2478,2023-08-04,2023-09-25,Delivered
2479,2479,2023-01-16,2023-12-18,Delivered
2480,2480,2023-05-28,2023-08-14,Delivered
2481,2481,2023-05-25,2023-03-10,Delivered
2482,2482,2023-01-26,2023-05-20,Delivered
2483,2483,2023-04-10,2023-11-27,Delivered
2484,2484,2023-06-29,2023-08-29,Delivered
2485,2485,2023-11-30,2023-11-07,Delivered
2486,2486,2023-06-24,2023-01-06,Delivered
2487,2487,2023-09-21,2023-11-22,Delivered
2488,2488,2023-10-18,2023-12-20,Delivered
2489,2489,2023-02-28,2023-04-14,Delivered
2490,2490,2023-12-01,2023-02-15,Delivered
2491,2491,2023-10-07,2023-05-01,Delivered
2492,2492,2023-05-26,2023-07-09,Delivered
2493,2493,2023-05-03,2023-08-21,Delivered
2494,2494,2023-01-28,2023-07-11,Delivered
2495,2495,2023-03-08,2023-04-22,Delivered
2496,2496,2023-04-12,2023-10-31,Delivered
2497,2497,2023-04-05,2023-10-08,Delivered
2498,2498,2023-03-09,2023-04-18,Delivered
2499,2499,2023-09-08,2023-06-16,Delivered
2500,2500,2023-05-23,2023-05-08,Delivered
2501,2501,2023-09-25,2023-12-14,Delivered
2502,2502,2023-02-10,2023-04-10,Delivered
2503,2503,2023-08-04,2023-11-29,Delivered
2504,2504,2023-05-12,2023-05-02,Delivered
2505,2505,2023-01-02,2023-12-09,Delivered
2506,2506,2023-01-10,2023-10-28,Delivered
2507,2507,2023-11-26,2023-12-12,Delivered
2508,2508,2023-11-29,2023-05-25,Delivered
2509,2509,2023-05-25,2023-07-16,Delivered
2510,2510,2023-12-17,2023-05-12,Delivered
2511,2511,2023-11-25,2023-04-16,Delivered
2512,2512,2023-10-30,2023-04-05,Delivered
2513,2513,2023-05-19,2023-10-26,Lost
2514,2514,2023-12-25,2023-08-12,Delivered
2515,2515,2023-10-25,2023-07-21,Delivered
2516,2516,2023-06-29,2023-10-17,Delivered
2517,2517,2023-10-06,2023-12-30,Delivered
2518,2518,2023-05-25,2023-09-17,Delivered
2519,2519,2023-12-06,2023-01-12,Delivered
2520,2520,2023-07-10,2023-06-22,Delivered
2521,2521,2023-11-28,2023-04-13,Delivered
2522,2522,2023-09-28,2023-04-22,Delivered
2523,2523,2023-07-07,2023-09-06,Delivered
2524,2524,2023-06-04,2023-11-21,Delivered
2525,2525,2023-06-22,2023-09-03,Delivered
2526,2526,2023-09-05,2023-01-25,Delayed
2527,2527,2023-01-12,2023-12-22,Delivered
2528,2528,2023-02-17,2023-08-15,Delivered
2529,2529,2023-09-24,2023-12-21,Delivered
2530,2530,2023-11-14,2023-09-21,Delivered
2531,2531,2023-04-22,2023-09-28,Delayed
2532,2532,2023-10-29,2023-01-23,Delivered
2533,2533,2023-10-31,2023-11-12,Delivered
2534,2534,2023-10-07,2023-05-02,Delivered
2535,2535,2023-10-20,2023-05-02,Delayed
2536,2536,2023-09-10,2023-07-19,Delayed
2537,2537,2023-03-18,2023-05-18,Delivered
2538,2538,2023-06-25,2023-03-20,Delivered
2539,2539,2023-04-20,2023-12-22,Delivered
2540,2540,2023-12-07,2023-03-01,Delivered
2541,2541,2023-12-03,2023-03-29,Delayed
2542,2542,2023-01-15,2023-01-03,Delivered
2543,2543,2023-07-01,2023-03-20,Delivered
2544,2544,2023-11-19,2023-01-12,Delivered
2545,2545,2023-09-30,2023-03-12,Delivered
2546,2546,2023-02-13,2023-05-30,Delivered
2547,2547,2023-04-13,2023-03-05,Delivered
2548,2548,2023-04-24,2023-01-15,Delivered
2549,2549,2023-07-13,2023-07-07,Delivered
2550,2550,2023-01-10,2023-06-16,Delivered
2551,2551,2023-05-30,2023-01-12,Delivered
2552,2552,2023-12-05,2023-09-18,Delivered
2553,2553,2023-08-13,2023-06-13,Delivered
2554,2554,2023-04-21,2023-10-19,Delivered
2555,2555,2023-12-21,2023-07-17,Delivered
2556,2556,2023-03-26,2023-02-05,Delivered
2557,2557,2023-02-13,2023-06-11,Delivered
2558,2558,2023-03-08,2023-03-28,Delayed
2559,2559,2023-04-20,2023-03-01,Delivered
2560,2560,2023-04-13,2023-12-29,Delivered
2561,2561,2023-05-16,2023-09-24,Delivered
2562,2562,2023-03-28,2023-10-26,Delivered
2563,2563,2023-03-26,2023-01-27,Delivered
2564,2564,2023-08-16,2023-02-07,Delivered
2565,2565,2023-09-18,2023-09-23,Delivered
2566,2566,2023-01-21,2023-04-26,Delayed
2567,2567,2023-02-05,2023-04-17,Delivered
2568,2568,2023-12-20,2023-04-05,Delivered
2569,2569,2023-09-01,2023-04-01,Delivered
2570,2570,2023-09-28,2023-06-14,Delivered
2571,2571,2023-08-12,2023-02-09,Delivered
2572,2572,2023-11-01,2023-04-04,Delivered
2573,2573,2023-06-08,2023-05-01,Delivered
2574,2574,2023-10-13,2023-08-01,Delivered
2575,2575,2023-02-06,2023-06-11,Delivered
2576,2576,2023-10-26,2023-04-13,Delivered
2577,2577,2023-01-30,2023-06-30,Delivered
2578,2578,2023-09-13,2023-10-13,Delivered
2579,2579,2023-05-23,2023-12-23,Delivered
2580,2580,2023-05-15,2023-10-26,Delivered
2581,2581,2023-05-25,2023-01-25,Delayed
2582,2582,2023-10-25,2023-10-08,Delayed
2583,2583,2023-12-08,2023-02-03,Delivered
2584,2584,2023-09-03,2023-05-20,Delivered
2585,2585,2023-09-12,2023-03-24,Delivered
2586,2586,2023-12-31,2023-12-23,Delivered
2587,2587,2023-01-06,2023-11-17,Delivered
2588,2588,2023-09-24,2023-07-16,Delivered
2589,2589,2023-08-28,2023-10-21,Delivered
2590,2590,2023-09-08,2023-04-05,Delivered
2591,2591,2023-10-19,2023-02-17,Delivered
2592,2592,2023-02-01,2023-01-29,Delivered
2593,2593,2023-05-01,2023-06-13,Delivered
2594,2594,2023-03-21,2023-11-30,Delivered
2595,2595,2023-01-10,2023-04-13,Delivered
2596,2596,2023-02-14,2023-07-08,Delivered
2597,2597,2023-08-11,2023-07-15,Delivered
2598,2598,2023-05-25,2023-06-09,Delivered
2599,2599,2023-05-01,2023-01-11,Delivered
2600,2600,2023-02-23,2023-08-02,Delivered
2601,2601,2023-03-07,2023-11-10,Delivered
2602,2602,2023-06-26,2023-06-18,Delivered
2603,2603,2023-03-12,2023-12-11,Delivered
2604,2604,2023-10-30,2023-10-03,Delivered
2605,2605,2023-05-02,2023-10-27,Delivered
2606,2606,2023-07-23,2023-04-23,Delivered
2607,2607,2023-10-17,2023-11-27,Delivered
2608,2608,2023-06-30,2023-07-24,Delivered
2609,2609,2023-03-23,2023-09-07,Delivered
2610,2610,2023-02-25,2023-03-08,Delivered
2611,2611,2023-06-29,2023-07-24,Delivered
2612,2612,2023-04-09,2023-06-12,Delivered
2613,2613,2023-04-21,2023-05-15,Delivered
2614,2614,2023-06-03,2023-06-29,Lost
2615,2615,2023-05-06,2023-07-14,Delivered
2616,2616,2023-04-02,2023-09-25,Delivered
2617,2617,2023-10-22,2023-03-03,Delivered
2618,2618,2023-02-07,2023-07-26,Delivered
2619,2619,2023-01-06,2023-06-06,Delayed
2620,2620,2023-12-05,2023-03-15,Delivered
2621,2621,2023-05-31,2023-06-07,Delivered
2622,2622,2023-11-13,2023-06-24,Delivered
2623,2623,2023-06-22,2023-11-06,Delayed
2624,2624,2023-09-20,2023-03-05,Delivered
2625,2625,2023-01-28,2023-07-26,Delivered
2626,2626,2023-02-25,2023-03-03,Delivered
2627,2627,2023-11-17,2023-03-29,Delivered
2628,2628,2023-09-07,2023-05-25,Delivered
2629,2629,2023-10-01,2023-12-19,Delivered
2630,2630,2023-09-17,2023-01-09,Delivered
2631,2631,2023-09-24,2023-10-24,Delivered
2632,2632,2023-07-11,2023-06-30,Delivered
2633,2633,2023-03-05,2023-08-17,Delivered
2634,2634,2023-12-12,2023-01-09,Delivered
2635,2635,2023-12-08,2023-05-22,Delivered
2636,2636,2023-04-15,2023-01-16,Delayed
2637,2637,2023-10-16,2023-02-05,Delivered
2638,2638,2023-09-17,2023-08-30,Delivered
2639,2639,2023-06-11,2023-11-27,Delivered
2640,2640,2023-06-21,2023-11-18,Delivered
2641,2641,2023-04-20,2023-04-09,Delivered
2642,2642,2023-05-21,2023-09-27,Delivered
2643,2643,2023-04-04,2023-05-08,Delivered
2644,2644,2023-04-14,2023-02-05,Delivered
2645,2645,2023-08-15,2023-10-12,Delivered
2646,2646,2023-12-20,2023-01-20,Delayed
2647,2647,2023-06-10,2023-10-22,Delivered
2648,2648,2023-07-15,2023-03-11,Delivered
2649,2649,2023-11-21,2023-08-27,Delivered
2650,2650,2023-05-26,2023-03-23,Delivered
2651,2651,2023-08-31,2023-03-29,Delivered
2652,2652,2023-05-13,2023-03-03,Delivered
2653,2653,2023-04-04,2023-02-19,Delivered
2654,2654,2023-10-01,2023-06-30,Delivered
2655,2655,2023-07-12,2023-12-24,Delivered
2656,2656,2023-01-23,2023-03-27,Delayed
2657,2657,2023-07-14,2023-04-07,Delivered
2658,2658,2023-06-20,2023-11-06,Delivered
2659,2659,2023-01-12,2023-09-11,Delivered
2660,2660,2023-07-01,2023-12-01,Delivered
2661,2661,2023-08-21,2023-07-01,Delivered
2662,2662,2023-01-30,2023-03-27,Delivered
2663,2663,2023-01-21,2023-11-08,Delivered
2664,2664,2023-01-06,2023-06-01,Delivered
2665,2665,2023-02-04,2023-02-10,Delivered
2666,2666,2023-05-21,2023-10-08,Delivered
2667,2667,2023-01-29,2023-11-02,Delivered
2668,2668,2023-04-09,2023-04-25,Delivered
2669,2669,2023-09-20,2023-05-09,Delivered
2670,2670,2023-09-04,2023-02-12,Delivered
2671,2671,2023-01-20,2023-06-09,Delivered
2672,2672,2023-01-13,2023-07-27,Delivered
2673,2673,2023-01-26,2023-02-18,Delivered
2674,2674,2023-01-14,2023-07-06,Delivered
2675,2675,2023-03-18,2023-03-15,Delivered
2676,2676,2023-09-17,2023-02-28,Delivered
2677,2677,2023-01-25,2023-08-29,Delivered
2678,2678,2023-01-09,2023-03-05,Delivered
2679,2679,2023-08-17,2023-12-10,Delivered
2680,2680,2023-05-04,2023-02-28,Delivered
2681,2681,2023-04-01,2023-09-02,Delivered
2682,2682,2023-10-29,2023-11-26,Delivered
2683,2683,2023-08-13,2023-05-06,Delivered
2684,2684,2023-08-13,2023-06-04,Delivered
2685,2685,2023-09-15,2023-09-14,Delivered
2686,2686,2023-01-04,2023-08-07,Delivered
2687,2687,2023-11-18,2023-08-22,Delivered
2688,2688,2023-09-29,2023-01-19,Delivered
2689,2689,2023-11-03,2023-03-23,Delayed
2690,2690,2023-05-29,2023-06-27,Delivered
2691,2691,2023-07-09,2023-02-10,Delivered
2692,2692,2023-07-07,2023-05-25,Delivered
2693,2693,2023-07-08,2023-01-19,Delivered
2694,2694,2023-05-05,2023-09-08,Delivered
2695,2695,2023-02-07,2023-02-06,Delivered
2696,2696,2023-05-30,2023-10-18,Delivered
2697,2697,2023-04-17,2023-05-28,Delivered
2698,2698,2023-04-14,2023-08-05,Delivered
2699,2699,2023-08-21,2023-06-16,Delivered
2700,2700,2023-12-22,2023-04-23,Delivered
2701,2701,2023-05-27,2023-05-17,Delivered
2702,2702,2023-01-18,2023-03-17,Delivered
2703,2703,2023-06-09,2023-06-07,Delivered
2704,2704,2023-11-01,2023-08-05,Delayed
2705,2705,2023-10-10,2023-12-22,Delivered
2706,2706,2023-10-06,2023-10-03,Delivered
2707,2707,2023-05-06,2023-10-08,Delivered
2708,2708,2023-06-23,2023-05-30,Delivered
2709,2709,2023-11-17,2023-02-02,Delivered
2710,2710,2023-06-13,2023-01-16,Delivered
2711,2711,2023-07-23,2023-01-25,Delivered
2712,2712,2023-12-05,2023-01-04,Delivered
2713,2713,2023-06-05,2023-06-29,Delivered
2714,2714,2023-11-21,2023-11-27,Delivered
2715,2715,2023-09-19,2023-03-02,Delivered
2716,2716,2023-07-06,2023-10-18,Delivered
2717,2717,2023-02-27,2023-06-27,Delivered
2718,2718,2023-08-06,2023-06-23,Lost
2719,2719,2023-07-28,2023-03-26,Delivered
2720,2720,2023-07-22,2023-08-13,Delivered
2721,2721,2023-03-16,2023-02-06,Delivered
2722,2722,2023-03-27,2023-10-26,Delivered
2723,2723,2023-05-01,2023-04-22,Delivered
2724,2724,2023-01-15,2023-08-25,Delivered
2725,2725,2023-11-25,2023-02-10,Delivered
2726,2726,2023-05-10,2023-08-09,Delivered
2727,2727,2023-10-10,2023-08-07,Delivered
2728,2728,2023-02-19,2023-07-15,Delivered
2729,2729,2023-12-26,2023-06-14,Delivered
2730,2730,2023-08-31,2023-04-28,Delivered
2731,2731,2023-11-19,2023-11-26,Delivered
2732,2732,2023-02-23,2023-06-12,Delayed
2733,2733,2023-09-23,2023-04-01,Delivered
2734,2734,2023-03-11,2023-05-23,Delivered
2735,2735,2023-02-10,2023-11-10,Delivered
2736,2736,2023-07-04,2023-06-25,Delivered
2737,2737,2023-05-14,2023-07-22,Delivered
2738,2738,2023-02-26,2023-12-23,Delayed
2739,2739,2023-09-13,2023-10-31,Delivered
2740,2740,2023-01-06,2023-12-24,Delivered
2741,2741,2023-03-11,2023-04-25,Delivered
2742,2742,2023-02-22,2024-01-04,Delivered
2743,2743,2023-11-26,2023-06-25,Delayed
2744,2744,2023-04-09,2023-03-17,Delivered
2745,2745,2023-06-11,2023-11-23,Delivered
2746,2746,2023-09-29,2023-10-16,Delivered
2747,2747,2023-03-07,2023-05-07,Delivered
2748,2748,2023-11-24,2023-01-26,Delivered
2749,2749,2023-09-01,2023-02-03,Delivered
2750,2750,2023-09-20,2023-09-13,Delivered
2751,2751,2023-08-01,2023-04-25,Delivered
2752,2752,2023-06-04,2023-07-16,Delayed
2753,2753,2023-08-23,2023-01-18,Delivered
2754,2754,2023-05-21,2023-08-02,Delivered
2755,2755,2023-11-30,2023-04-20,Delivered
2756,2756,2023-04-26,2023-01-26,Delivered
2757,2757,2023-11-30,2023-10-19,Delivered
2758,2758,2023-05-11,2023-11-06,Delivered
2759,2759,2023-06-28,2023-11-02,Delivered
2760,2760,2023-04-06,2023-12-11,Delivered
2761,2761,2023-11-14,2023-05-01,Delivered
2762,2762,2023-04-12,2023-07-02,Delivered
2763,2763,2023-07-16,2023-02-09,Delivered
2764,2764,2023-10-18,2023-08-23,Delivered
2765,2765,2023-07-28,2023-03-12,Delivered
2766,2766,2023-04-06,2023-03-25,Delivered
2767,2767,2023-04-14,2023-04-30,Delivered
2768,2768,2023-01-09,2023-11-07,Delivered
2769,2769,2023-05-17,2023-02-21,Delivered
2770,2770,2023-04-09,2023-06-08,Delivered
2771,2771,2023-09-19,2023-03-17,Delayed
2772,2772,2023-05-28,2023-07-04,Delayed
2773,2773,2023-07-05,2023-04-18,Delivered
2774,2774,2023-08-21,2023-07-10,Delivered
2775,2775,2023-04-12,2023-11-04,Delayed
2776,2776,2023-05-28,2023-10-01,Delivered
2777,2777,2023-07-25,2023-03-30,Delayed
2778,2778,2023-02-16,2023-12-18,Delivered
2779,2779,2023-04-15,2023-11-24,Delayed
2780,2780,2023-12-03,2023-06-23,Delivered
2781,2781,2023-08-11,2023-09-11,Delivered
2782,2782,2023-04-29,2023-12-24,Delivered
2783,2783,2023-01-06,2023-05-26,Delivered
2784,2784,2023-07-31,2023-10-13,Delivered
2785,2785,2023-02-25,2023-07-06,Lost
2786,2786,2023-01-20,2023-06-05,Delivered
2787,2787,2023-03-30,2023-12-10,Delivered
2788,2788,2023-09-05,2023-04-30,Delivered
2789,2789,2023-04-28,2023-09-26,Delivered
2790,2790,2023-06-20,2023-11-23,Delivered
2791,2791,2023-05-31,2023-09-14,Delivered
2792,2792,2023-10-23,2023-08-31,Delivered
2793,2793,2023-07-28,2023-06-22,Delivered
2794,2794,2023-10-11,2023-04-17,Delivered
2795,2795,2023-11-29,2023-02-07,Delivered
2796,2796,2023-06-24,2023-03-09,Delivered
2797,2797,2023-05-08,2023-07-06,Delivered
2798,2798,2023-06-06,2023-07-11,Delivered
2799,2799,2023-06-30,2023-06-06,Delivered
2800,2800,2023-03-29,2023-08-17,Delivered
2801,2801,2023-11-21,2023-05-23,Delivered
2802,2802,2023-09-25,2023-03-19,Delivered
2803,2803,2023-03-24,2023-05-28,Delayed
2804,2804,2023-03-06,2023-02-09,Delivered
2805,2805,2023-04-30,2023-09-21,Delivered
2806,2806,2023-12-08,2023-05-08,Delivered
2807,2807,2023-11-10,2023-04-04,Delayed
2808,2808,2023-06-13,2023-10-13,Delivered
2809,2809,2023-10-21,2023-12-13,Delivered
2810,2810,2023-06-28,2023-09-20,Delivered
2811,2811,2023-01-31,2024-01-04,Delayed
2812,2812,2023-06-11,2023-04-20,Delivered
2813,2813,2023-01-04,2023-02-16,Delivered
2814,2814,2023-01-25,2024-01-05,Delivered
2815,2815,2023-03-01,2023-01-04,Delivered
2816,2816,2023-08-26,2023-07-22,Delivered
2817,2817,2023-08-29,2023-04-02,Delivered
2818,2818,2023-11-08,2023-08-05,Delivered
2819,2819,2023-11-18,2023-04-27,Delivered
2820,2820,2023-06-10,2023-11-17,Delivered
2821,2821,2023-03-02,2023-04-04,Delayed
2822,2822,2023-08-29,2023-11-24,Delivered
2823,2823,2023-11-19,2023-07-07,Delivered
2824,2824,2023-03-01,2023-09-19,Delivered
2825,2825,2023-02-23,2023-06-09,Delayed
2826,2826,2023-03-06,2023-02-28,Delivered
2827,2827,2023-05-02,2023-02-18,Delivered
2828,2828,2023-04-30,2023-08-12,Delivered
2829,2829,2023-10-14,2023-04-20,Delivered
2830,2830,2023-01-19,2023-12-19,Delayed
2831,2831,2023-01-06,2023-10-29,Delivered
